ID,Age,Income,Education,Marital_Status,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Recency,Cluster,Segment_Name
2669,31,74293.0,Graduation,Single,1127,16,0,66,0,Budget Conscious
455,78,51012.0,PhD,Married,209,10,0,86,2,Moderate Mainstream
7683,56,70777.0,Master,Married,787,23,0,80,1,Affluent Loyalists
3428,33,68682.0,PhD,Together,1598,24,0,56,0,Budget Conscious
7414,53,43824.0,Graduation,Married,186,12,0,18,3,Deal Seekers
6354,40,15345.0,Graduation,Together,47,6,1,51,3,Deal Seekers
798,37,23442.0,Graduation,Single,27,5,0,71,3,Deal Seekers
8213,44,14515.0,2n Cycle,Together,96,11,1,71,3,Deal Seekers
2488,68,31395.0,2n Cycle,Divorced,64,10,0,80,3,Deal Seekers
9999,59,75276.0,Graduation,Together,1040,23,0,2,1,Affluent Loyalists
7617,50,42373.0,Graduation,Single,163,13,0,83,2,Moderate Mainstream
615,64,30507.0,Graduation,Together,343,11,0,29,3,Deal Seekers
2552,69,55521.0,PhD,Single,446,24,2,11,1,Affluent Loyalists
194,59,48006.0,Graduation,Married,41,5,0,55,2,Moderate Mainstream
3645,52,27213.0,PhD,Single,70,9,1,19,3,Deal Seekers
8890,53,65808.0,PhD,Divorced,272,14,0,1,2,Moderate Mainstream
5049,50,30351.0,PhD,Together,46,6,0,19,3,Deal Seekers
9973,61,50437.0,Graduation,Married,490,19,0,28,1,Affluent Loyalists
7301,42,23616.0,2n Cycle,Single,79,8,1,76,3,Deal Seekers
10882,48,53858.0,Graduation,Married,915,17,0,50,1,Affluent Loyalists
7030,69,66465.0,PhD,Married,1485,35,1,1,1,Affluent Loyalists
7422,37,46923.0,Graduation,Single,369,16,0,90,3,Deal Seekers
3523,62,75072.0,Graduation,Together,1073,19,0,83,1,Affluent Loyalists
7106,81,75865.0,PhD,Married,1242,19,0,73,0,Budget Conscious
6504,49,19789.0,2n Cycle,Together,78,9,1,24,3,Deal Seekers
5067,30,80134.0,Graduation,Together,1378,21,4,11,0,Budget Conscious
4216,43,91065.0,Graduation,Single,1474,26,3,33,0,Budget Conscious
8581,53,49505.0,Master,Married,751,29,0,4,1,Affluent Loyalists
5929,51,37401.0,PhD,Married,48,7,0,14,2,Moderate Mainstream
3129,41,30096.0,Graduation,Married,45,6,0,30,3,Deal Seekers
6528,42,18492.0,Master,Together,10,4,0,75,3,Deal Seekers
1361,50,82584.0,Master,Married,1435,16,3,26,0,Budget Conscious
6932,83,93027.0,PhD,Married,2119,22,1,77,0,Budget Conscious
7284,71,48686.0,Graduation,Married,20,4,0,8,2,Moderate Mainstream
1340,38,92910.0,Graduation,Married,1795,27,3,42,0,Budget Conscious
8746,35,75433.0,Graduation,Married,1188,19,2,28,0,Budget Conscious
5987,35,10404.0,2n Cycle,Together,43,7,0,52,3,Deal Seekers
3767,56,61314.0,Graduation,Married,1008,24,0,1,1,Affluent Loyalists
3725,63,84865.0,PhD,Single,1688,16,5,1,0,Budget Conscious
4324,35,42387.0,Graduation,Married,684,21,0,42,1,Affluent Loyalists
238,57,67309.0,2n Cycle,Together,1082,39,0,76,1,Affluent Loyalists
6694,60,75236.0,Graduation,Married,1068,25,0,27,0,Budget Conscious
498,54,30015.0,Graduation,Single,57,7,0,28,2,Moderate Mainstream
9347,68,50943.0,Master,Together,46,5,0,49,2,Moderate Mainstream
9699,58,67272.0,Graduation,Divorced,733,23,0,12,1,Affluent Loyalists
10664,75,51529.0,Master,Widow,467,17,0,14,1,Affluent Loyalists
5455,53,32011.0,PhD,Married,122,10,0,89,2,Moderate Mainstream
456,38,7500.0,2n Cycle,Married,36,7,0,96,3,Deal Seekers
5012,35,28691.0,Graduation,Married,34,5,0,56,3,Deal Seekers
7495,76,56223.0,PhD,Married,156,10,0,72,2,Moderate Mainstream
5029,78,18100.0,Graduation,Married,14,4,0,14,2,Moderate Mainstream
10642,35,30279.0,Graduation,Single,37,5,0,13,3,Deal Seekers
2106,50,20130.0,2n Cycle,Married,34,5,0,99,3,Deal Seekers
10364,65,23295.0,Graduation,Divorced,20,4,0,72,3,Deal Seekers
5954,52,42618.0,Master,Divorced,192,11,0,92,2,Moderate Mainstream
1137,60,81246.0,Graduation,Single,1379,17,2,87,0,Budget Conscious
2541,48,24027.0,Graduation,Married,48,7,0,7,3,Deal Seekers
1142,71,55707.0,PhD,Married,428,16,0,91,2,Moderate Mainstream
2276,69,57959.0,Graduation,Single,868,27,0,71,1,Affluent Loyalists
2807,55,56796.0,Graduation,Married,1001,27,0,24,1,Affluent Loyalists
6471,53,36230.0,Master,Single,59,7,0,17,2,Moderate Mainstream
6131,44,70829.0,2n Cycle,Married,431,16,0,87,2,Moderate Mainstream
6233,48,65991.0,Graduation,Married,971,27,0,21,1,Affluent Loyalists
4148,52,38988.0,Graduation,Married,348,19,0,90,1,Affluent Loyalists
4947,58,89572.0,2n Cycle,Single,2059,24,3,44,0,Budget Conscious
3225,40,42207.0,Master,Married,265,14,2,71,3,Deal Seekers
7540,72,50300.0,Graduation,Married,270,13,0,52,2,Moderate Mainstream
10648,42,66664.0,2n Cycle,Together,1289,19,0,78,0,Budget Conscious
1992,60,60597.0,Graduation,Married,893,16,2,2,1,Affluent Loyalists
7851,75,70165.0,Graduation,Widow,926,22,0,60,0,Budget Conscious
8594,66,50520.0,PhD,Widow,135,9,0,25,2,Moderate Mainstream
7059,61,80124.0,Graduation,Married,1495,19,1,47,0,Budget Conscious
2815,49,33183.0,Graduation,Married,120,9,0,46,3,Deal Seekers
2416,55,66582.0,PhD,Single,1288,20,0,83,0,Budget Conscious
7999,69,75261.0,PhD,Together,1743,17,3,17,0,Budget Conscious
9213,54,31880.0,Graduation,Widow,15,4,0,13,3,Deal Seekers
9697,73,53790.0,Graduation,Married,542,20,0,86,1,Affluent Loyalists
3916,53,49269.0,PhD,Together,890,25,0,92,1,Affluent Loyalists
2021,49,61456.0,Graduation,Married,1388,33,0,47,1,Affluent Loyalists
1581,44,37406.0,Graduation,Married,17,4,1,18,3,Deal Seekers
564,43,56937.0,PhD,Together,906,30,2,81,1,Affluent Loyalists
6619,46,38415.0,Graduation,Married,44,6,0,91,3,Deal Seekers
9081,36,20518.0,Graduation,Single,25,5,0,58,3,Deal Seekers
178,68,62503.0,Graduation,Married,973,26,0,40,1,Affluent Loyalists
916,52,41644.0,PhD,Single,31,6,0,67,2,Moderate Mainstream
5512,47,55842.0,Master,Married,518,17,0,19,2,Moderate Mainstream
8970,52,62010.0,PhD,Married,530,19,0,93,1,Affluent Loyalists
10581,47,41124.0,Graduation,Married,506,21,0,41,1,Affluent Loyalists
5300,51,38961.0,Master,Married,70,6,0,60,2,Moderate Mainstream
5154,52,37760.0,Master,Divorced,54,6,0,54,3,Deal Seekers
8346,50,32233.0,Graduation,Single,296,12,2,26,3,Deal Seekers
1676,49,43057.0,Graduation,Married,266,15,0,30,2,Moderate Mainstream
9286,64,83151.0,Master,Together,747,19,0,93,1,Affluent Loyalists
2426,60,78825.0,PhD,Divorced,895,29,1,35,0,Budget Conscious
5172,48,65104.0,Master,Together,1053,17,0,4,1,Affluent Loyalists
5562,50,60093.0,Graduation,Married,735,21,0,92,1,Affluent Loyalists
3436,55,14045.0,Graduation,Married,20,5,0,24,3,Deal Seekers
3921,72,28457.0,2n Cycle,Widow,205,10,0,96,3,Deal Seekers
3403,66,78952.0,PhD,Together,2092,21,0,11,0,Budget Conscious
22,48,46310.0,Graduation,Divorced,309,14,0,99,3,Deal Seekers
10965,69,76005.0,Graduation,Together,1722,22,1,72,0,Budget Conscious
9426,60,58308.0,Master,Single,900,15,0,77,1,Affluent Loyalists
6605,80,55614.0,PhD,Divorced,682,20,1,85,1,Affluent Loyalists
3136,62,59432.0,Master,Divorced,663,22,0,88,1,Affluent Loyalists
8737,46,55563.0,Graduation,Divorced,43,6,0,22,2,Moderate Mainstream
11088,53,78642.0,PhD,Together,1816,18,0,83,0,Budget Conscious
716,75,67911.0,PhD,Together,976,27,0,63,1,Affluent Loyalists
466,80,65275.0,Graduation,Married,746,21,0,9,0,Budget Conscious
9135,74,27203.0,Graduation,Together,64,6,0,92,3,Deal Seekers
10623,63,48330.0,Master,Together,32,5,0,2,2,Moderate Mainstream
8151,34,24279.0,Basic,Married,263,9,0,6,3,Deal Seekers
5140,39,64355.0,PhD,Married,1445,21,0,66,1,Affluent Loyalists
10160,68,50943.0,Master,Together,46,5,0,49,2,Moderate Mainstream
4945,71,53653.0,Graduation,Widow,1210,28,0,29,1,Affluent Loyalists
10584,48,65665.0,Graduation,Married,945,24,0,77,0,Budget Conscious
6071,35,81217.0,Graduation,Single,1157,22,0,77,0,Budget Conscious
3386,32,34935.0,Graduation,Married,137,8,0,71,3,Deal Seekers
8939,65,61250.0,Graduation,Divorced,730,25,0,49,1,Affluent Loyalists
9925,43,39665.0,PhD,Together,216,12,1,97,2,Moderate Mainstream
4320,45,60152.0,Graduation,Single,943,23,0,6,0,Budget Conscious
5389,60,48920.0,Graduation,Married,347,16,1,93,2,Moderate Mainstream
6036,65,89120.0,Master,Together,1924,19,1,78,0,Budget Conscious
182,78,44124.0,PhD,Together,397,17,0,62,1,Affluent Loyalists
203,49,81169.0,Master,Single,2089,22,0,47,0,Budget Conscious
11025,63,36443.0,Graduation,Married,138,11,0,9,3,Deal Seekers
10203,34,26095.0,Graduation,Single,42,5,0,77,3,Deal Seekers
4607,65,71367.0,Graduation,Together,777,17,0,24,0,Budget Conscious
3711,80,80184.0,Master,Married,1902,20,2,19,0,Budget Conscious
3696,59,30630.0,Graduation,Divorced,52,7,0,67,2,Moderate Mainstream
2532,37,73454.0,Master,Single,1651,13,1,95,0,Budget Conscious
9214,33,42691.0,Graduation,Married,358,13,0,48,3,Deal Seekers
4943,71,70503.0,Graduation,Married,1727,16,2,73,0,Budget Conscious
35,37,25545.0,Graduation,Married,210,10,1,35,3,Deal Seekers
2258,38,32880.0,Graduation,Married,42,5,0,76,3,Deal Seekers
4322,66,77863.0,PhD,Together,1291,20,0,20,0,Budget Conscious
713,47,50353.0,Master,Married,442,15,0,72,2,Moderate Mainstream
4702,60,61839.0,Graduation,Single,1895,17,0,20,0,Budget Conscious
3281,64,49154.0,PhD,Married,411,19,0,69,1,Affluent Loyalists
702,49,47682.0,2n Cycle,Widow,521,19,0,80,1,Affluent Loyalists
2004,55,72679.0,Graduation,Single,1168,17,0,65,0,Budget Conscious
4769,47,57954.0,Master,Together,493,23,1,52,1,Affluent Loyalists
4437,62,65316.0,Graduation,Married,260,12,0,65,2,Moderate Mainstream
8724,42,28567.0,Graduation,Single,46,7,0,57,3,Deal Seekers
10741,73,47352.0,Master,Together,319,16,0,70,1,Affluent Loyalists
1991,57,44931.0,Graduation,Together,96,7,0,0,2,Moderate Mainstream
6931,57,76982.0,Graduation,Divorced,1062,16,2,19,0,Budget Conscious
11096,72,57247.0,2n Cycle,Together,232,12,0,50,2,Moderate Mainstream
304,43,22944.0,Master,Single,76,9,0,67,3,Deal Seekers
3665,47,25315.0,2n Cycle,Together,54,9,0,46,3,Deal Seekers
10591,55,43638.0,Graduation,Widow,201,11,0,37,3,Deal Seekers
5036,40,42710.0,PhD,Single,406,14,0,38,3,Deal Seekers
5547,42,84169.0,PhD,Married,1919,20,3,9,0,Budget Conscious
7822,48,54058.0,Graduation,Together,662,20,0,56,1,Affluent Loyalists
8541,34,24683.0,2n Cycle,Married,41,8,0,98,3,Deal Seekers
10955,60,85620.0,Graduation,Widow,1600,14,1,68,0,Budget Conscious
4368,44,47850.0,Graduation,Married,134,8,0,72,3,Deal Seekers
9671,56,19514.0,Graduation,Married,69,10,2,47,3,Deal Seekers
2256,51,27159.0,Master,Married,21,6,0,33,2,Moderate Mainstream
4279,61,39548.0,2n Cycle,Single,54,7,0,87,2,Moderate Mainstream
5371,35,21474.0,Graduation,Single,91,8,2,0,3,Deal Seekers
9240,53,60504.0,PhD,Single,526,18,0,73,1,Affluent Loyalists
9460,61,22419.0,Graduation,Married,162,8,0,74,3,Deal Seekers
9504,75,81698.0,Master,Married,1008,25,1,4,0,Budget Conscious
8692,72,43462.0,Graduation,Together,240,16,0,50,1,Affluent Loyalists
448,46,54880.0,PhD,Single,795,21,0,57,1,Affluent Loyalists
8314,42,79908.0,Graduation,Married,1772,19,1,30,0,Budget Conscious
8420,54,15315.0,2n Cycle,Married,64,8,0,27,3,Deal Seekers
3174,65,87771.0,Graduation,Together,1957,20,5,61,0,Budget Conscious
7685,46,33039.0,Graduation,Married,78,7,0,4,3,Deal Seekers
3179,44,81741.0,Graduation,Single,1572,19,0,75,0,Budget Conscious
9780,53,71499.0,Master,Together,795,26,0,12,1,Affluent Loyalists
10681,54,62466.0,2n Cycle,Married,889,26,0,13,1,Affluent Loyalists
10232,61,48799.0,PhD,Divorced,331,15,0,9,2,Moderate Mainstream
4184,74,52157.0,PhD,Together,265,12,0,48,2,Moderate Mainstream
9120,62,66565.0,Graduation,Single,1065,19,0,80,1,Affluent Loyalists
891,73,29298.0,Master,Together,11,4,0,60,2,Moderate Mainstream
10381,45,47691.0,Graduation,Single,21,4,0,43,3,Deal Seekers
3525,54,38200.0,Graduation,Together,17,4,0,19,3,Deal Seekers
6818,50,44989.0,Graduation,Married,369,16,0,26,1,Affluent Loyalists
3526,56,38443.0,PhD,Married,38,6,0,58,2,Moderate Mainstream
8181,46,38593.0,2n Cycle,Single,177,11,0,42,3,Deal Seekers
1029,54,64413.0,PhD,Together,279,12,0,27,2,Moderate Mainstream
7369,43,36959.0,Master,Married,62,7,0,56,3,Deal Seekers
2574,47,61996.0,PhD,Married,1230,21,4,27,0,Budget Conscious
8159,56,51287.0,Graduation,Married,182,11,0,10,2,Moderate Mainstream
1160,54,13260.0,Graduation,Married,49,10,0,48,3,Deal Seekers
10242,58,47472.0,PhD,Together,75,8,0,39,2,Moderate Mainstream
5253,68,54603.0,Master,Together,227,16,0,85,2,Moderate Mainstream
5966,50,45207.0,PhD,Married,215,15,1,64,1,Affluent Loyalists
5314,73,40689.0,Graduation,Together,444,20,0,69,1,Affluent Loyalists
5081,57,47821.0,2n Cycle,Together,47,5,0,54,3,Deal Seekers
5123,73,27450.0,Master,Married,143,7,0,57,2,Moderate Mainstream
5756,41,39453.0,Graduation,Together,55,7,0,64,3,Deal Seekers
8036,53,26850.0,2n Cycle,Together,63,11,0,10,2,Moderate Mainstream
9058,69,79800.0,Graduation,Widow,1867,22,4,65,0,Budget Conscious
5057,63,61794.0,Master,Married,611,20,0,74,1,Affluent Loyalists
254,69,53863.0,Graduation,Together,473,18,1,4,1,Affluent Loyalists
4179,65,24221.0,Graduation,Together,55,6,0,94,2,Moderate Mainstream
3710,40,39684.0,PhD,Single,81,7,1,41,3,Deal Seekers
7627,49,92163.0,Master,Married,2086,21,3,25,0,Budget Conscious
4501,59,69882.0,Master,Single,1478,20,0,94,0,Budget Conscious
6424,47,33178.0,Graduation,Together,49,5,0,9,3,Deal Seekers
3075,52,59973.0,PhD,Married,382,15,0,47,2,Moderate Mainstream
4992,49,17459.0,Master,Together,69,9,1,12,3,Deal Seekers
5252,55,23910.0,Graduation,Divorced,67,6,0,80,3,Deal Seekers
7444,55,42169.0,Master,Married,30,6,0,20,2,Moderate Mainstream
6919,46,26224.0,2n Cycle,Married,63,9,0,39,3,Deal Seekers
3537,43,31089.0,Graduation,Together,79,10,0,57,3,Deal Seekers
10277,63,30081.0,Graduation,Single,42,5,0,27,3,Deal Seekers
2453,64,62807.0,Graduation,Together,819,23,0,83,1,Affluent Loyalists
7972,69,72906.0,Graduation,Single,1151,17,0,79,0,Budget Conscious
895,76,61467.0,PhD,Married,594,20,0,69,1,Affluent Loyalists
1177,58,49618.0,Master,Together,129,11,0,77,2,Moderate Mainstream
7141,38,21888.0,Master,Single,213,12,1,15,3,Deal Seekers
7232,51,42429.0,Graduation,Widow,67,7,0,99,2,Moderate Mainstream
8477,68,26150.0,Graduation,Divorced,28,5,0,61,2,Moderate Mainstream
2457,49,30801.0,Basic,Married,45,6,0,23,3,Deal Seekers
988,59,81168.0,Graduation,Married,1193,18,1,84,0,Budget Conscious
7930,55,26877.0,Master,Single,268,12,0,74,2,Moderate Mainstream
4587,80,45006.0,Master,Widow,266,12,0,90,2,Moderate Mainstream
6682,51,18978.0,Basic,Married,37,5,0,41,3,Deal Seekers
6222,57,22574.0,Graduation,Married,37,7,0,28,2,Moderate Mainstream
10299,55,48240.0,PhD,Single,882,25,1,73,1,Affluent Loyalists
3083,50,45837.0,Graduation,Married,373,18,0,88,1,Affluent Loyalists
8953,59,35791.0,Master,Single,35,6,0,94,2,Moderate Mainstream
8650,46,54162.0,Graduation,Widow,42,5,0,31,3,Deal Seekers
10862,64,30522.0,Master,Married,326,17,0,6,1,Affluent Loyalists
2782,63,54456.0,PhD,Married,404,17,0,23,1,Affluent Loyalists
6941,53,31632.0,Graduation,Single,95,6,0,92,3,Deal Seekers
10972,75,72298.0,Graduation,Widow,939,14,2,52,0,Budget Conscious
10708,46,36975.0,2n Cycle,Single,33,5,0,50,3,Deal Seekers
6583,69,72635.0,2n Cycle,Married,981,21,1,54,0,Budget Conscious
3641,48,13624.0,Graduation,Married,36,7,0,93,3,Deal Seekers
10156,49,84196.0,Graduation,Single,1237,20,0,56,0,Budget Conscious
4299,64,70971.0,Graduation,Together,1825,34,1,28,1,Affluent Loyalists
3469,47,34487.0,PhD,Divorced,103,9,0,94,3,Deal Seekers
5063,47,28769.0,Graduation,Single,191,12,0,76,3,Deal Seekers
10727,54,69084.0,PhD,Married,1586,25,0,43,1,Affluent Loyalists
9624,66,65488.0,PhD,Together,963,14,0,46,0,Budget Conscious
5156,54,62466.0,2n Cycle,Married,889,26,0,13,1,Affluent Loyalists
4376,64,32218.0,2n Cycle,Single,93,7,2,27,3,Deal Seekers
8923,51,83917.0,Graduation,Single,1587,21,1,12,0,Budget Conscious
8461,62,46102.0,Graduation,Divorced,16,4,0,3,2,Moderate Mainstream
6945,72,84574.0,Graduation,Single,1375,32,0,72,0,Budget Conscious
944,62,56181.0,Graduation,Married,393,14,0,6,2,Moderate Mainstream
1907,74,63120.0,Master,Divorced,1477,26,1,53,1,Affluent Loyalists
701,53,73691.0,Graduation,Married,1179,18,1,58,0,Budget Conscious
3856,64,63381.0,Graduation,Together,1005,26,0,78,1,Affluent Loyalists
4149,76,76140.0,PhD,Together,1348,21,0,57,0,Budget Conscious
2131,65,62859.0,PhD,Divorced,1307,23,0,37,1,Affluent Loyalists
2942,60,45906.0,Graduation,Single,486,15,1,20,2,Moderate Mainstream
1173,77,77632.0,Master,Together,2252,13,3,73,0,Budget Conscious
4381,53,46463.0,PhD,Married,235,17,0,56,2,Moderate Mainstream
4611,54,105471.0,Graduation,Together,1724,30,3,36,0,Budget Conscious
3376,54,55282.0,Master,Divorced,235,11,0,9,2,Moderate Mainstream
4679,47,78710.0,Master,Married,1092,28,0,42,1,Affluent Loyalists
10928,66,66886.0,Graduation,Together,599,17,0,28,1,Affluent Loyalists
4248,64,98777.0,Master,Single,2008,19,1,23,0,Budget Conscious
6728,39,29103.0,Graduation,Together,48,6,0,38,3,Deal Seekers
6661,50,67445.0,Graduation,Married,1174,32,0,63,1,Affluent Loyalists
4725,74,50616.0,PhD,Together,67,7,0,71,2,Moderate Mainstream
3277,69,49431.0,Graduation,Divorced,365,15,0,9,1,Affluent Loyalists
2564,71,61278.0,Graduation,Together,165,10,0,87,2,Moderate Mainstream
946,66,26490.0,2n Cycle,Together,210,11,0,92,3,Deal Seekers
3867,77,73059.0,PhD,Together,1095,26,0,36,1,Affluent Loyalists
6940,58,46734.0,PhD,Single,223,12,1,86,2,Moderate Mainstream
55,61,56253.0,Graduation,Together,597,22,0,83,1,Affluent Loyalists
7093,39,19986.0,Graduation,Married,22,4,0,74,3,Deal Seekers
5084,49,58330.0,Graduation,Widow,1064,24,0,87,0,Budget Conscious
1777,44,25965.0,Basic,Married,74,6,0,29,3,Deal Seekers
8162,68,14661.0,Master,Together,26,5,0,88,3,Deal Seekers
10826,65,18690.0,Graduation,Married,60,5,0,77,3,Deal Seekers
8754,50,45068.0,PhD,Together,20,4,0,25,2,Moderate Mainstream
1987,37,21063.0,Basic,Single,59,7,0,34,3,Deal Seekers
11007,56,29187.0,PhD,Married,34,5,0,43,2,Moderate Mainstream
7426,53,54690.0,2n Cycle,Married,198,12,0,76,2,Moderate Mainstream
9153,60,59304.0,PhD,Married,1048,28,0,81,1,Affluent Loyalists
10379,62,59247.0,Master,Single,574,21,0,87,1,Affluent Loyalists
9204,54,66731.0,Graduation,Widow,1029,17,0,33,1,Affluent Loyalists
3197,44,77353.0,Graduation,Married,670,20,0,38,1,Affluent Loyalists
2920,49,52614.0,PhD,Single,990,16,0,63,1,Affluent Loyalists
6961,50,26751.0,Graduation,Married,11,4,0,26,3,Deal Seekers
4673,61,81300.0,PhD,Married,1241,21,2,17,1,Affluent Loyalists
9937,45,70337.0,Graduation,Single,576,17,0,75,0,Budget Conscious
8779,39,36145.0,2n Cycle,Married,172,12,2,13,3,Deal Seekers
9596,44,65295.0,PhD,Single,664,20,0,19,0,Budget Conscious
2891,61,68118.0,Graduation,Divorced,928,23,0,51,1,Affluent Loyalists
4910,57,68743.0,Graduation,Divorced,2074,30,0,81,0,Budget Conscious
75,42,41039.0,2n Cycle,Together,467,15,0,32,3,Deal Seekers
10120,69,38946.0,Graduation,Together,257,12,0,84,2,Moderate Mainstream
6327,57,65777.0,Graduation,Together,1146,17,0,87,0,Budget Conscious
10142,48,66476.0,PhD,Divorced,689,20,0,99,1,Affluent Loyalists
9826,52,86857.0,PhD,Single,2114,22,1,96,0,Budget Conscious
10767,35,77845.0,PhD,Together,1346,21,2,40,0,Budget Conscious
7279,55,69476.0,PhD,Together,1044,15,0,3,0,Budget Conscious
7230,64,50611.0,PhD,Divorced,493,22,2,98,1,Affluent Loyalists
143,54,61209.0,Graduation,Single,957,13,0,73,0,Budget Conscious
450,66,42315.0,Master,Together,270,12,0,90,2,Moderate Mainstream
9316,72,13084.0,Basic,Together,29,5,0,29,3,Deal Seekers
6379,75,47570.0,Master,Widow,121,9,1,3,2,Moderate Mainstream
9239,63,61923.0,Master,Married,126,8,0,94,2,Moderate Mainstream
8315,29,34824.0,Graduation,Single,23,4,0,65,3,Deal Seekers
2868,75,26518.0,PhD,Single,57,8,1,33,2,Moderate Mainstream
10888,63,45938.0,Graduation,Single,636,20,0,46,1,Affluent Loyalists
1277,64,78468.0,Graduation,Together,1004,28,1,29,0,Budget Conscious
9977,51,78901.0,Graduation,Divorced,734,20,0,99,1,Affluent Loyalists
10196,46,71427.0,Graduation,Married,614,20,0,26,1,Affluent Loyalists
6384,46,71022.0,Graduation,Divorced,1453,21,1,30,0,Budget Conscious
8029,36,90247.0,Master,Single,1621,15,4,27,0,Budget Conscious
968,56,41335.0,Master,Divorced,187,12,0,24,2,Moderate Mainstream
6988,38,71952.0,Graduation,Married,1443,22,2,93,0,Budget Conscious
4472,54,35682.0,PhD,Divorced,57,6,0,34,2,Moderate Mainstream
6991,73,43185.0,Graduation,Divorced,637,20,0,88,1,Affluent Loyalists
3336,76,66375.0,PhD,Together,948,14,1,96,1,Affluent Loyalists
4301,53,35178.0,Master,Married,59,5,2,10,3,Deal Seekers
1940,38,25252.0,Graduation,Married,18,4,0,26,3,Deal Seekers
1272,59,55250.0,Master,Single,903,26,0,49,1,Affluent Loyalists
1388,49,33249.0,Graduation,Single,112,8,0,11,3,Deal Seekers
1044,71,58398.0,Graduation,Together,596,20,0,44,1,Affluent Loyalists
6969,42,50272.0,Graduation,Together,233,13,0,75,3,Deal Seekers
10479,49,76618.0,PhD,Married,1511,11,0,64,0,Budget Conscious
3619,64,87305.0,2n Cycle,Divorced,1152,17,2,19,0,Budget Conscious
1715,46,25851.0,Graduation,Together,48,7,0,45,3,Deal Seekers
10159,54,58710.0,Graduation,Divorced,1185,31,0,77,1,Affluent Loyalists
1463,66,45160.0,Graduation,Single,21,4,0,9,2,Moderate Mainstream
5114,59,74806.0,Master,Married,965,16,0,1,1,Affluent Loyalists
4990,70,59111.0,Graduation,Married,869,21,0,90,1,Affluent Loyalists
4329,40,18988.0,PhD,Married,16,6,0,43,2,Moderate Mainstream
10936,59,72190.0,Graduation,Married,1947,16,0,79,0,Budget Conscious
4692,48,7500.0,Graduation,Married,71,12,2,19,3,Deal Seekers
7212,58,44794.0,Graduation,Married,65,6,0,99,2,Moderate Mainstream
6086,69,80395.0,Graduation,Married,1380,24,1,62,0,Budget Conscious
437,48,75012.0,Master,Divorced,1027,23,0,41,0,Budget Conscious
11171,59,56962.0,Master,Married,411,21,0,60,1,Affluent Loyalists
11101,33,89891.0,Graduation,Together,836,26,1,17,0,Budget Conscious
5329,75,35946.0,PhD,Divorced,11,4,0,24,2,Moderate Mainstream
610,71,53593.0,PhD,Together,480,23,0,60,1,Affluent Loyalists
9384,46,66373.0,Graduation,Married,606,23,0,57,1,Affluent Loyalists
5956,76,45072.0,PhD,Divorced,284,16,0,74,2,Moderate Mainstream
10430,51,89694.0,Graduation,Divorced,1472,14,3,22,0,Budget Conscious
7875,75,72025.0,Graduation,Married,1677,26,4,46,0,Budget Conscious
7072,51,67432.0,Graduation,Married,1335,19,0,69,1,Affluent Loyalists
6255,72,70545.0,Master,Together,334,13,0,29,2,Moderate Mainstream
6516,35,17487.0,Basic,Married,18,4,0,37,3,Deal Seekers
5564,55,62882.0,Graduation,Together,1338,20,0,26,1,Affluent Loyalists
5682,71,64108.0,PhD,Single,1099,30,0,8,1,Affluent Loyalists
7458,68,34941.0,Master,Together,97,8,0,26,2,Moderate Mainstream
5237,74,48767.0,PhD,Single,63,9,0,79,2,Moderate Mainstream
7761,46,38702.0,2n Cycle,Together,109,9,0,71,3,Deal Seekers
5278,60,82224.0,Graduation,Married,902,21,1,83,0,Budget Conscious
3560,72,83844.0,Graduation,Together,1574,20,1,57,0,Budget Conscious
7235,49,17003.0,2n Cycle,Married,38,9,0,37,3,Deal Seekers
10548,29,71163.0,Graduation,Single,960,24,0,30,0,Budget Conscious
2281,54,33697.0,Graduation,Single,28,4,1,34,3,Deal Seekers
4073,70,63564.0,2n Cycle,Married,1215,28,2,0,0,Budget Conscious
6974,52,83443.0,PhD,Together,1497,22,0,89,0,Budget Conscious
7938,66,51518.0,PhD,Together,449,17,0,92,2,Moderate Mainstream
7094,49,58330.0,Graduation,Widow,1064,24,0,87,0,Budget Conscious
3667,55,80952.0,Graduation,Married,1757,25,4,20,0,Budget Conscious
7723,45,75507.0,Graduation,Together,1440,21,0,56,0,Budget Conscious
3870,46,63855.0,2n Cycle,Together,1006,24,0,28,0,Budget Conscious
4012,52,62220.0,PhD,Together,1226,23,1,55,1,Affluent Loyalists
5909,60,58512.0,Graduation,Married,1171,20,0,25,1,Affluent Loyalists
10470,45,40662.0,Master,Married,92,8,0,0,3,Deal Seekers
6488,65,38829.0,PhD,Married,99,8,0,86,2,Moderate Mainstream
10270,43,35523.0,2n Cycle,Married,66,8,0,8,3,Deal Seekers
6887,57,79146.0,Graduation,Single,564,19,0,33,1,Affluent Loyalists
6406,36,78285.0,Master,Married,1427,21,0,13,0,Budget Conscious
7573,46,31626.0,PhD,Single,86,6,2,12,3,Deal Seekers
4508,72,75127.0,Graduation,Single,833,19,0,92,0,Budget Conscious
221,69,48726.0,Graduation,Married,242,12,0,90,2,Moderate Mainstream
5331,47,74985.0,Graduation,Married,1869,17,0,8,0,Budget Conscious
1911,37,67430.0,Graduation,Together,1364,29,0,6,0,Budget Conscious
20,59,46891.0,2n Cycle,Married,183,8,0,91,2,Moderate Mainstream
8786,68,62058.0,Master,Married,450,18,0,52,1,Affluent Loyalists
10582,45,72063.0,Graduation,Married,758,21,0,3,1,Affluent Loyalists
